fraudulent,charge_time,amount,card_country,card_use_24h
False,2015-12-31T23:59:49Z,2350,US,0
False,2015-12-31T23:59:49Z,5697,US,1
False,2015-12-31T23:59:49Z,2507,US,1
False,2015-12-31T23:59:49Z,1468,US,9
False,2015-12-31T23:59:49Z,39931,US,0
False,2015-12-31T23:59:48Z,2559,US,2
False,2015-12-31T23:59:48Z,1358,US,0
False,2015-12-31T23:59:48Z,397,US,3
False,2015-12-31T23:59:48Z,7858,US,7
False,2015-12-31T23:59:48Z,2962,US,1
False,2015-12-31T23:59:48Z,1028,US,0
False,2015-12-31T23:59:48Z,15162,US,1
False,2015-12-31T23:59:48Z,3393,US,0
False,2015-12-31T23:59:48Z,1258,US,1
False,2015-12-31T23:59:48Z,3836,US,1
False,2015-12-31T23:59:48Z,3713,US,1
False,2015-12-31T23:59:48Z,484,US,3
False,2015-12-31T23:59:48Z,476,US,0
False,2015-12-31T23:59:48Z,323,US,1
False,2015-12-31T23:59:48Z,3302,US,0
False,2015-12-31T23:59:48Z,677,US,0
False,2015-12-31T23:59:48Z,21779,US,0
False,2015-12-31T23:59:48Z,541,US,1
False,2015-12-31T23:59:48Z,3634,US,0
False,2015-12-31T23:59:48Z,2088,US,2
False,2015-12-31T23:59:48Z,1202,US,0
False,2015-12-31T23:59:48Z,16390,US,1
False,2015-12-31T23:59:48Z,14539,US,2
False,2015-12-31T23:59:47Z,581,US,0
False,2015-12-31T23:59:47Z,4716,US,0
False,2015-12-31T23:59:47Z,7804,US,1
False,2015-12-31T23:59:47Z,1054,US,4
False,2015-12-31T23:59:47Z,25129,US,1
False,2015-12-31T23:59:47Z,3350,US,2
False,2015-12-31T23:59:47Z,2031,US,0
False,2015-12-31T23:59:47Z,2760,US,1
False,2015-12-31T23:59:47Z,2325,US,1
False,2015-12-31T23:59:47Z,11656,US,2
False,2015-12-31T23:59:47Z,866,US,15
False,2015-12-31T23:59:47Z,491,US,1
False,2015-12-31T23:59:47Z,5414,US,1
False,2015-12-31T23:59:47Z,19367,US,3
False,2015-12-31T23:59:47Z,2210,US,0
False,2015-12-31T23:59:47Z,5428,US,1
False,2015-12-31T23:59:47Z,133,US,1
False,2015-12-31T23:59:47Z,10148,US,0
False,2015-12-31T23:59:47Z,1637,US,3
False,2015-12-31T23:59:47Z,496,US,0
False,2015-12-31T23:59:47Z,2019,US,6
False,2015-12-31T23:59:46Z,366,US,1
False,2015-12-31T23:59:46Z,1454,US,0
False,2015-12-31T23:59:46Z,1594,US,0
False,2015-12-31T23:59:46Z,1436,US,5
False,2015-12-31T23:59:46Z,931,US,0
False,2015-12-31T23:59:46Z,23479,US,1
False,2015-12-31T23:59:46Z,4306,US,5
False,2015-12-31T23:59:46Z,2274,US,3
False,2015-12-31T23:59:46Z,6332,US,1
False,2015-12-31T23:59:46Z,1820,US,0
False,2015-12-31T23:59:46Z,2960,US,5
False,2015-12-31T23:59:46Z,139,US,1
False,2015-12-31T23:59:46Z,3497,US,0
False,2015-12-31T23:59:45Z,2466,GB,2
False,2015-12-31T23:59:45Z,6727,US,0
False,2015-12-31T23:59:45Z,20235,US,2
False,2015-12-31T23:59:45Z,2469,US,3
False,2015-12-31T23:59:45Z,6273,US,0
False,2015-12-31T23:59:45Z,1584,US,4
False,2015-12-31T23:59:45Z,4740,US,1
False,2015-12-31T23:59:45Z,1136,US,2
False,2015-12-31T23:59:45Z,1635,US,3
False,2015-12-31T23:59:45Z,7788,US,0
False,2015-12-31T23:59:45Z,3651,US,0
False,2015-12-31T23:59:45Z,1358,US,0
False,2015-12-31T23:59:45Z,2538,US,0
False,2015-12-31T23:59:45Z,5294,US,1
False,2015-12-31T23:59:45Z,2795,GB,1
False,2015-12-31T23:59:45Z,39578,US,1
False,2015-12-31T23:59:44Z,2004,US,1
False,2015-12-31T23:59:44Z,2069,US,2
False,2015-12-31T23:59:44Z,1972,US,0
False,2015-12-31T23:59:44Z,4973,US,0
False,2015-12-31T23:59:44Z,1032,US,1
False,2015-12-31T23:59:44Z,2964,US,0
False,2015-12-31T23:59:44Z,1091,US,3
False,2015-12-31T23:59:44Z,1549,US,0
False,2015-12-31T23:59:44Z,1732,US,3
True,2015-12-31T23:59:44Z,6372,AU,1
False,2015-12-31T23:59:44Z,9333,US,0
False,2015-12-31T23:59:44Z,2082,US,0
False,2015-12-31T23:59:44Z,11669,US,0
False,2015-12-31T23:59:44Z,2597,US,0
False,2015-12-31T23:59:44Z,3812,US,0
False,2015-12-31T23:59:44Z,39496,US,1
False,2015-12-31T23:59:44Z,2916,US,2
False,2015-12-31T23:59:44Z,1929,US,1
False,2015-12-31T23:59:44Z,817,US,1
False,2015-12-31T23:59:44Z,2198,US,2
False,2015-12-31T23:59:44Z,1062,US,0
False,2015-12-31T23:59:44Z,1572,US,1
False,2015-12-31T23:59:43Z,1024,US,1
False,2015-12-31T23:59:43Z,10964,US,7
False,2015-12-31T23:59:43Z,1876,US,2
False,2015-12-31T23:59:43Z,413,US,1
False,2015-12-31T23:59:43Z,1332,US,1
False,2015-12-31T23:59:43Z,13912,US,2
False,2015-12-31T23:59:43Z,269,US,2
False,2015-12-31T23:59:43Z,21145,US,2
False,2015-12-31T23:59:43Z,5162,US,1
False,2015-12-31T23:59:43Z,686,US,2
False,2015-12-31T23:59:43Z,7367,US,0
False,2015-12-31T23:59:43Z,504,US,0
False,2015-12-31T23:59:43Z,383,US,1
False,2015-12-31T23:59:43Z,10438,US,1
False,2015-12-31T23:59:43Z,2655,US,3
False,2015-12-31T23:59:43Z,2427,US,3
False,2015-12-31T23:59:43Z,3377,US,0
False,2015-12-31T23:59:43Z,5097,US,1
False,2015-12-31T23:59:43Z,1178,US,3
False,2015-12-31T23:59:43Z,3518,US,1
False,2015-12-31T23:59:43Z,766,US,0
False,2015-12-31T23:59:42Z,657,US,4
False,2015-12-31T23:59:42Z,762,US,4
False,2015-12-31T23:59:42Z,4294,US,1
False,2015-12-31T23:59:42Z,136,US,0
False,2015-12-31T23:59:42Z,504,US,1
False,2015-12-31T23:59:42Z,56002,US,2
False,2015-12-31T23:59:42Z,2417,US,0
False,2015-12-31T23:59:42Z,-148,US,7
False,2015-12-31T23:59:42Z,400392,US,2
False,2015-12-31T23:59:42Z,798,US,2
False,2015-12-31T23:59:42Z,748,US,1
False,2015-12-31T23:59:42Z,2100,US,2
False,2015-12-31T23:59:42Z,1159,US,3
False,2015-12-31T23:59:42Z,328,US,1
False,2015-12-31T23:59:42Z,232,US,4
False,2015-12-31T23:59:42Z,5472,US,1
False,2015-12-31T23:59:42Z,7304,US,1
False,2015-12-31T23:59:42Z,1638,US,5
False,2015-12-31T23:59:42Z,3157,US,6
False,2015-12-31T23:59:41Z,1581,US,0
False,2015-12-31T23:59:41Z,12863,US,0
False,2015-12-31T23:59:41Z,3752,US,1
False,2015-12-31T23:59:41Z,770,US,3
False,2015-12-31T23:59:41Z,10035,US,8
False,2015-12-31T23:59:41Z,2159,US,2
False,2015-12-31T23:59:41Z,1102,US,0
False,2015-12-31T23:59:41Z,8122,US,0
False,2015-12-31T23:59:41Z,43795,GB,0
False,2015-12-31T23:59:41Z,-12,US,3
False,2015-12-31T23:59:41Z,1396,US,1
False,2015-12-31T23:59:41Z,2252,US,3
False,2015-12-31T23:59:41Z,1187,US,2
False,2015-12-31T23:59:41Z,2793,US,1
False,2015-12-31T23:59:41Z,661,US,3
False,2015-12-31T23:59:41Z,2448,US,1
False,2015-12-31T23:59:41Z,303,US,5
False,2015-12-31T23:59:40Z,-42,US,1
False,2015-12-31T23:59:40Z,1152,US,1
False,2015-12-31T23:59:40Z,9765,US,4
False,2015-12-31T23:59:40Z,1765,US,0
False,2015-12-31T23:59:40Z,171,US,4
False,2015-12-31T23:59:40Z,388,US,2
False,2015-12-31T23:59:40Z,7123,US,2
False,2015-12-31T23:59:40Z,688,US,0
False,2015-12-31T23:59:40Z,481,US,0
False,2015-12-31T23:59:40Z,1297,US,0
False,2015-12-31T23:59:40Z,1151,US,1
False,2015-12-31T23:59:40Z,2781,US,1
False,2015-12-31T23:59:40Z,2682,US,2
False,2015-12-31T23:59:40Z,2464,US,1
False,2015-12-31T23:59:40Z,645,US,8
False,2015-12-31T23:59:40Z,1623,US,1
False,2015-12-31T23:59:40Z,2301,US,0
False,2015-12-31T23:59:40Z,25374,US,0
False,2015-12-31T23:59:40Z,45395,US,2
False,2015-12-31T23:59:40Z,3077,US,0
False,2015-12-31T23:59:39Z,2061,US,3
False,2015-12-31T23:59:39Z,2336,US,0
False,2015-12-31T23:59:39Z,859,US,2
False,2015-12-31T23:59:39Z,4217,US,3
False,2015-12-31T23:59:39Z,468,US,0
False,2015-12-31T23:59:39Z,2124,GB,1
True,2015-12-31T23:59:39Z,19034,AU,1
False,2015-12-31T23:59:39Z,2016,US,1
False,2015-12-31T23:59:39Z,21962,US,2
False,2015-12-31T23:59:39Z,2583,US,0
False,2015-12-31T23:59:39Z,836,US,0
False,2015-12-31T23:59:39Z,1255,US,2
False,2015-12-31T23:59:39Z,17060,US,1
False,2015-12-31T23:59:39Z,5285,US,1
False,2015-12-31T23:59:39Z,573,US,4
False,2015-12-31T23:59:38Z,2304,US,2
False,2015-12-31T23:59:38Z,5031,AU,1
False,2015-12-31T23:59:38Z,1947,US,3
False,2015-12-31T23:59:38Z,9563,US,5
False,2015-12-31T23:59:38Z,2075,US,0
False,2015-12-31T23:59:38Z,5262,US,0
False,2015-12-31T23:59:38Z,851,US,0
False,2015-12-31T23:59:38Z,169,US,0
False,2015-12-31T23:59:38Z,1986,US,19
False,2015-12-31T23:59:38Z,12417,US,2
False,2015-12-31T23:59:38Z,2756,US,0
False,2015-12-31T23:59:38Z,706,US,0
False,2015-12-31T23:59:38Z,2153,US,4
False,2015-12-31T23:59:38Z,6295,US,0
False,2015-12-31T23:59:38Z,27543,US,0
False,2015-12-31T23:59:38Z,6221,US,0
False,2015-12-31T23:59:38Z,2611,US,4
False,2015-12-31T23:59:37Z,342,US,6
False,2015-12-31T23:59:37Z,7188,US,0
False,2015-12-31T23:59:37Z,2103,US,1
False,2015-12-31T23:59:37Z,2829,US,1
False,2015-12-31T23:59:37Z,4837,US,0
False,2015-12-31T23:59:37Z,514,US,1
False,2015-12-31T23:59:37Z,2714,US,3
False,2015-12-31T23:59:37Z,2596,US,0
False,2015-12-31T23:59:37Z,2892,US,0
False,2015-12-31T23:59:37Z,14217,US,2
False,2015-12-31T23:59:37Z,628,US,1
False,2015-12-31T23:59:37Z,18697,US,1
False,2015-12-31T23:59:37Z,-118,US,1
False,2015-12-31T23:59:37Z,2380,US,0
False,2015-12-31T23:59:37Z,877,US,1
False,2015-12-31T23:59:37Z,2198,US,0
False,2015-12-31T23:59:37Z,1780,US,2
False,2015-12-31T23:59:36Z,1563,US,1
False,2015-12-31T23:59:36Z,10336,US,5
False,2015-12-31T23:59:36Z,1113,US,7
False,2015-12-31T23:59:36Z,3418,US,1
False,2015-12-31T23:59:36Z,2561,US,1
False,2015-12-31T23:59:36Z,418,US,3
False,2015-12-31T23:59:36Z,29751,US,0
False,2015-12-31T23:59:36Z,10122,US,2
False,2015-12-31T23:59:36Z,7735,US,0
False,2015-12-31T23:59:36Z,565,US,0
False,2015-12-31T23:59:36Z,6686,US,0
False,2015-12-31T23:59:36Z,1417,US,1
False,2015-12-31T23:59:35Z,1300,US,1
False,2015-12-31T23:59:35Z,5394,US,2
False,2015-12-31T23:59:35Z,1706,US,0
False,2015-12-31T23:59:35Z,1166,US,0
False,2015-12-31T23:59:35Z,2443,US,1
False,2015-12-31T23:59:35Z,2427,US,25
False,2015-12-31T23:59:35Z,2298,US,2
False,2015-12-31T23:59:35Z,3247,US,0
False,2015-12-31T23:59:35Z,27036,US,1
False,2015-12-31T23:59:35Z,1435,US,3
False,2015-12-31T23:59:35Z,1398,US,1
False,2015-12-31T23:59:35Z,1158,US,0
False,2015-12-31T23:59:35Z,245,US,1
False,2015-12-31T23:59:35Z,30702,US,0
False,2015-12-31T23:59:35Z,2042,US,1
False,2015-12-31T23:59:35Z,913,US,0
False,2015-12-31T23:59:35Z,594,US,1
False,2015-12-31T23:59:35Z,10698,US,0
False,2015-12-31T23:59:35Z,2140,US,0
False,2015-12-31T23:59:35Z,2467,US,1
False,2015-12-31T23:59:35Z,2221,US,2
False,2015-12-31T23:59:35Z,39167,US,1
False,2015-12-31T23:59:34Z,1344,US,1
False,2015-12-31T23:59:34Z,9637,US,1
False,2015-12-31T23:59:34Z,2303,US,0
False,2015-12-31T23:59:34Z,6538,US,3
False,2015-12-31T23:59:34Z,6424,US,1
False,2015-12-31T23:59:34Z,179,US,1
False,2015-12-31T23:59:34Z,5141,US,3
False,2015-12-31T23:59:34Z,1010,US,1
False,2015-12-31T23:59:34Z,657,US,2
False,2015-12-31T23:59:34Z,2473,US,2
False,2015-12-31T23:59:34Z,2558,US,2
False,2015-12-31T23:59:34Z,1254,US,0
False,2015-12-31T23:59:34Z,1899,US,0
False,2015-12-31T23:59:34Z,2792,US,1
False,2015-12-31T23:59:34Z,3476,US,0
False,2015-12-31T23:59:33Z,17999,US,1
False,2015-12-31T23:59:33Z,1765,US,1
False,2015-12-31T23:59:33Z,5036,US,2
False,2015-12-31T23:59:33Z,1359,US,0
False,2015-12-31T23:59:33Z,1309,US,8
False,2015-12-31T23:59:33Z,29492,US,1
False,2015-12-31T23:59:33Z,4624,US,2
False,2015-12-31T23:59:33Z,3906,US,0
False,2015-12-31T23:59:33Z,1077,US,1
False,2015-12-31T23:59:33Z,2558,US,0
False,2015-12-31T23:59:33Z,759,US,1
False,2015-12-31T23:59:33Z,1227,GB,5
False,2015-12-31T23:59:33Z,10696,US,7
False,2015-12-31T23:59:33Z,1070,US,2
False,2015-12-31T23:59:33Z,7588,US,1
False,2015-12-31T23:59:33Z,46,US,1
False,2015-12-31T23:59:33Z,1000,US,2
False,2015-12-31T23:59:32Z,2290,US,1
False,2015-12-31T23:59:32Z,5272,US,2
False,2015-12-31T23:59:32Z,5582,US,1
False,2015-12-31T23:59:32Z,476,US,1
False,2015-12-31T23:59:32Z,494,US,0
False,2015-12-31T23:59:32Z,4916,US,0
False,2015-12-31T23:59:32Z,32494,US,2
False,2015-12-31T23:59:32Z,503,US,1
False,2015-12-31T23:59:32Z,2211,US,2
False,2015-12-31T23:59:32Z,6873,US,0
False,2015-12-31T23:59:32Z,8008,US,2
False,2015-12-31T23:59:32Z,3419,US,0
False,2015-12-31T23:59:32Z,19416,US,3
False,2015-12-31T23:59:32Z,1618,US,2
False,2015-12-31T23:59:32Z,1051,US,0
False,2015-12-31T23:59:32Z,1168,US,2
False,2015-12-31T23:59:32Z,4594,US,1
False,2015-12-31T23:59:31Z,819,US,0
False,2015-12-31T23:59:31Z,2539,US,1
False,2015-12-31T23:59:31Z,2957,US,0
False,2015-12-31T23:59:31Z,1652,US,2
False,2015-12-31T23:59:31Z,955,US,2
False,2015-12-31T23:59:31Z,1125,GB,3
True,2015-12-31T23:59:31Z,2954,AU,2
False,2015-12-31T23:59:31Z,1360,US,1
False,2015-12-31T23:59:31Z,4218,US,0
False,2015-12-31T23:59:31Z,2907,US,1
False,2015-12-31T23:59:31Z,2262,US,1
False,2015-12-31T23:59:31Z,2051,US,1
False,2015-12-31T23:59:31Z,24512,US,3
False,2015-12-31T23:59:31Z,1025,US,1
False,2015-12-31T23:59:31Z,638,US,0
False,2015-12-31T23:59:31Z,6,US,0
False,2015-12-31T23:59:30Z,10046,US,2
False,2015-12-31T23:59:30Z,2524,US,0
False,2015-12-31T23:59:30Z,3608,US,0
False,2015-12-31T23:59:30Z,2697,US,0
False,2015-12-31T23:59:30Z,3762,US,1
False,2015-12-31T23:59:30Z,3913,US,0
False,2015-12-31T23:59:30Z,9465,US,0
False,2015-12-31T23:59:30Z,6120,US,0
False,2015-12-31T23:59:30Z,17695,US,1
False,2015-12-31T23:59:30Z,7541,US,1
False,2015-12-31T23:59:30Z,620,US,1
False,2015-12-31T23:59:30Z,100407,US,1
False,2015-12-31T23:59:30Z,2918,US,1
False,2015-12-31T23:59:30Z,726,AU,1
False,2015-12-31T23:59:30Z,1525,GB,1
False,2015-12-31T23:59:30Z,3171,US,1
False,2015-12-31T23:59:30Z,48848,US,0
False,2015-12-31T23:59:30Z,984,US,0
False,2015-12-31T23:59:30Z,14095,US,0
False,2015-12-31T23:59:29Z,900,US,0
False,2015-12-31T23:59:29Z,1713,US,0
False,2015-12-31T23:59:29Z,2353,US,0
False,2015-12-31T23:59:29Z,1734,GB,3
True,2015-12-31T23:59:29Z,11665,AU,1
False,2015-12-31T23:59:29Z,3283,GB,2
False,2015-12-31T23:59:29Z,4046,US,2
False,2015-12-31T23:59:29Z,716,US,1
False,2015-12-31T23:59:29Z,3409,US,1
False,2015-12-31T23:59:29Z,2575,US,2
False,2015-12-31T23:59:29Z,17138,US,0
False,2015-12-31T23:59:29Z,1536,US,0
False,2015-12-31T23:59:29Z,623,US,0
False,2015-12-31T23:59:29Z,806,US,1
False,2015-12-31T23:59:29Z,21459,US,2
False,2015-12-31T23:59:29Z,972,US,1
False,2015-12-31T23:59:29Z,2775,US,1
False,2015-12-31T23:59:29Z,6520,US,0
False,2015-12-31T23:59:29Z,17912,US,1
False,2015-12-31T23:59:29Z,12644,US,2
False,2015-12-31T23:59:29Z,2447,US,1
False,2015-12-31T23:59:29Z,1957,US,0
False,2015-12-31T23:59:29Z,2693,US,0
False,2015-12-31T23:59:29Z,2774,US,0
False,2015-12-31T23:59:29Z,10498,US,2
False,2015-12-31T23:59:28Z,309,US,2
False,2015-12-31T23:59:28Z,926,US,3
False,2015-12-31T23:59:28Z,2628,US,1
False,2015-12-31T23:59:28Z,2131,US,1
False,2015-12-31T23:59:28Z,1464,US,0
False,2015-12-31T23:59:28Z,608,US,0
False,2015-12-31T23:59:28Z,1146,US,2
False,2015-12-31T23:59:28Z,4675,US,0
False,2015-12-31T23:59:28Z,12309,US,1
False,2015-12-31T23:59:28Z,1217,US,1
False,2015-12-31T23:59:28Z,3057,US,1
False,2015-12-31T23:59:28Z,378,US,0
False,2015-12-31T23:59:28Z,3350,US,0
False,2015-12-31T23:59:27Z,5306,US,0
False,2015-12-31T23:59:27Z,14242,US,0
False,2015-12-31T23:59:27Z,2320,GB,3
False,2015-12-31T23:59:27Z,212,US,1
False,2015-12-31T23:59:27Z,78,US,4
False,2015-12-31T23:59:27Z,3214,US,0
False,2015-12-31T23:59:27Z,3307,US,0
False,2015-12-31T23:59:27Z,1454,US,3
False,2015-12-31T23:59:27Z,2464,US,4
False,2015-12-31T23:59:27Z,2508,US,0
